,_id,created_date,legislator_id,legislator_name,party,state,text,user_id,Label
16698,834049617545281537,2017-02-21 14:38:19,B001286,Cheri Bustos,D,IL,McMaster is a strong choice w/ solid experience. Hope he brings a pragmatic perspective to @POTUS &amp; makes national security a top priority. https://t.co/mIHSJTINAo,1092979962,-1.0
5639,852983446788083714,2017-04-14 20:34:36,W000808,Frederica S. Wilson,D,FL,"Thanks to #BokoHaram, 8.7 million people are expected to experience a famine crisis.@realDonaldTrump https://t.co/O8VckkZTYD",234014087,-1.0
26381,916342244029943808,2017-10-06 16:39:50,W000808,Frederica S. Wilson,D,FL,"Since #POTUS' first day in office, his admin &amp; the GOP-controlled Congress have relentlessly attacked women’s #reprorights &amp; access to care",234014087,-2.0
5076,845363779110129664,2017-03-24 19:56:45,P000604,Donald M. Payne,D,NJ,"RT @RepSeanMaloney: .@realDonaldTrump, @SpeakerRyan: we're not tired of winning yet. Ready when you are to talk real solutions to fix A…",1155335864,-1.0
11038,923277475072835584,2017-10-25 19:57:58,M001137,Gregory W. Meeks,D,NY,Open Enrollment is 1 wk away! @realDonaldTrump doesn't want you to #GetCovered but Democrats do! Visit https://t.co/UGvrgpJ2aP to learn more https://t.co/VeVHiiqKgE,22812754,-1.0
13361,954819218758950915,2018-01-20 20:53:36,D000623,Mark DeSaulnier,D,CA,It’s fitting that the #TrumpShutdown marks the first year since the inauguration. Day 1 of the shutdown and we still haven’t heard any solutions from @realDonaldTrump.,2968007206,-1.0
27696,929366804035723264,2017-11-11 15:14:47,C000141,Benjamin L. Cardin,D,MD,"Yes, America is still in and will live up to our commitments despite @POTUS #WeAreStillIn @SenWhitehouse @SenMarkey @JeffMerkley @SenBrianSchatz https://t.co/OZXac84Avs",109071031,-1.0
2790,825139037568647169,2017-01-28 00:30:51,L000582,Ted Lieu,D,CA,Mr. Lieu's statement on @realDonaldTrump's offensive anti-Muslim exec.order. #ThisIsNotAmerican #LadyLibertyIsCrying https://t.co/fVkfLwrOFq,3044993235,-1.0
16874,836328136669282305,2017-02-27 21:32:20,W000816,Roger Williams,R,TX,(2/2) I am happy to see @POTUS reverse his predecessor’s actions and ensure peace through strength,1077446982,1.0
19143,846816437763293188,2017-03-28 20:09:06,B001291,Brian Babin,R,TX,"Today, @POTUS put America on a new path forward that will expand U.S. energy, create jobs and lower energy costs. https://t.co/RPah91M48P",2929491549,1.0
18894,845288272674799618,2017-03-24 14:56:43,D000618,Steve Daines,R,MT,Thanks to @POTUS we took a big step towards finally breaking ground and building the Keystone XL pipeline.,11651202,1.0
2928,826085292717330432,2017-01-30 15:10:56,C001067,Yvette D. Clarke,D,NY,"On my way to see @tamronhall to discuss illegal #MuslimBan &amp; resisting the threat of ""@POTUS"" @realDonaldTrump. Watch live @ 11AM @MSNBC!",240812994,-1.0
19475,849401195466604544,2017-04-04 23:20:00,S001198,Dan Sullivan,R,AK,.@SenatorCardin and I also urged @POTUS to discuss how #China can play a more productive role in achieving denuclearization of #NorthKorea.,2891210047,0.0
6327,858015764363833345,2017-04-28 17:51:14,E000215,Anna G. Eshoo,D,CA,100 days into @realDonaldTrump's presidency and Americans are still in the dark on what conflicts of interest he is hiding #Trump100Days https://t.co/FurCeenBZS,249348006,-1.0
17731,836960144365862912,2017-03-01 15:23:43,R000584,James Risch,R,ID,"Joining @kevinmillershow around 8:35am MT. Today's topics: @POTUS' speech, ACA repeal, news of day. Listen live: https://t.co/RXPaK0HBZa",1096059529,0.0
21849,868483836258250752,2017-05-27 15:07:36,B001291,Brian Babin,R,TX,"ATTN: college students, recent grads &amp; veterans ➡ The @WhiteHouse is accepting #intern applications. Apply here: https://t.co/bdhVV5gsyH",2929491549,0.0
23936,890660700074463232,2017-07-27 19:50:33,W000814,Randy K. Weber,R,TX,"Thankful for our first responders! Thank you, @POTUS, for recognizing their bravery from the June 14 Congressional baseball shooting.",1058051748,1.0
17487,836774556396290049,2017-03-01 03:06:15,S000583,Lamar S. Smith,R,TX,"RT @HouseGOP: ""Hopefully, the 250th year for America will see a world that is more peaceful, more just and more free."" @POTUS #Jointsession",15856366,1.0
21007,862094560062734336,2017-05-09 23:58:54,W000802,Sheldon Whitehouse,D,RI,"While @WhiteHouse is under investigation by FBI, firing head of FBI raises massive questions, &amp; the Senate should get to the bottom of it https://t.co/0DBr6O0r70",242555999,-1.0
22989,879443793686261762,2017-06-26 20:58:34,T000469,Paul Tonko,D,NY,".@USCBO on Senate #Trumpcare: 22 mil lose coverage by 2026. @POTUS said this bill would be less mean, less heartless. It's not.",84119348,-1.0
7805,875064462264475648,2017-06-14 18:56:40,D000615,Jeff Duncan,R,SC,RT @IvankaTrump: Happy Birthday to my incredible father @realDonaldTrump. I hope that the year to come is your best yet! https://t.co/Hrmjz…,240393970,1.0
13813,958524800296726528,2018-01-31 02:18:15,C001062,K. Michael Conaway,R,TX,"""Over the last year, the world has seen what we always knew: that no people on Earth are so fearless, or daring, or determined as Americans."" - @realDonaldTrump",295685416,1.0
30348,961628248739405826,2018-02-08 15:50:15,D000197,Diana L. DeGette,D,CO,"Democrats are offering #ABetterDeal on #infrastructure that delivers for Coloradans and all Americans. Our blueprint represents a real federal investment, as opposed to @POTUS' weak plan that’s devoid of substance. https://t.co/UIvA7UIFnn",28599820,-1.0
20071,855094485834969089,2017-04-20 16:23:06,M000934,Jerry Moran,R,KS,".@FoxNews @SenJohnMcCain @SenatorIsakson @SenatorTester @POTUS We still have a long way to go to live up to the promise we made to our nation's veterans, but this new law is an important step forward.",18632666,1.0
3800,834067707658133504,2017-02-21 15:50:12,N000002,Jerrold L. Nadler,D,NY,The rhetoric and remarks of David Friedman are unforgivable for someone @realDonaldTrump nominated to be U.S. ambassador to Israel. https://t.co/veSPvB4yCq,40302336,-1.0
5676,853366380757954560,2017-04-15 21:56:14,M000312,James P. McGovern,D,MA,.@realDonaldTrump Thank you @WinWithoutWar &amp; @SPMiles42 for your advocacy #NorthKorea #Syria https://t.co/aLlZ8uj6EO,242426145,1.0
9667,901487621452566529,2017-08-26 16:52:52,C001056,John Cornyn,R,TX,"Appreciate phone call from POTUS &amp; @VP &amp; aggressive response #hurricaneharvey2017, w very good fed-state-local cooperation @realDonaldTrump",13218102,1.0
14780,823596005572624384,2017-01-23 18:19:24,N000188,Donald W. Norcross,D,NJ,It appears references to #LGBT #LGBTrights are removed from @WhiteHouse website-I assure #LGBTQ friends I am w/ them https://t.co/1JmpmjMg7w,3122099613,-1.0
5081,845364128835420161,2017-03-24 19:58:09,W000808,Frederica S. Wilson,D,FL,"RT @RepSeanMaloney: .@realDonaldTrump, @SpeakerRyan: we're not tired of winning yet. Ready when you are to talk real solutions to fix A…",234014087,-1.0
6290,857798717256105984,2017-04-28 03:28:45,S001193,Eric Swalwell,D,CA,RT @TheSimpsons: Donald Trump reviews his first 100 days in office. Watch an all-new episode of #TheSimpsons this Sunday at 8/7c on…,942156122,0.0
28041,936677064840589312,2017-12-01 19:23:09,L000579,Alan S. Lowenthal,D,CA,"In the past 24 hours, we have reports that @POTUS pressured @SenatorBurr to end the investigation into his campaign, and that General Flynn is guilty of lying to the FBI. Now, as ever, the President must know that obstruction of justice will not be tolerated.",1055730738,-1.0
29927,958538440378863618,2018-01-31 03:12:27,R000585,Tom W. Reed,R,NY,"RT @HouseGOP: .@POTUS: For this reason, I am asking the Congress to end the dangerous defense sequester and fully fund our great military.…",252819323,1.0
14794,823614904926146560,2017-01-23 19:34:30,B001286,Cheri Bustos,D,IL,“There’s a reason we put out several versions of that”- @PressSec explaining why @POTUS often includes retirees in his unemployment stats,1092979962,0.0
4957,844531763120623617,2017-03-22 12:50:37,M000133,Edward J. Markey,D,MA,"We have the economic &amp; moral imperative to #ActOnClimate, no matter what @realDonaldTrump tries to deny. https://t.co/DrooQZ7GVS",21406834,-1.0
1452,808741514797056000,2016-12-13 18:32:57,W000779,Ron Wyden,D,OR,RT @ABCPolitics: NEW: 23 senators sign letter calling on Donald Trump to divest his business holdings https://t.co/cWV9oU5bFt https://t.co/…,250188760,-1.0
12969,951816352276340736,2018-01-12 14:01:16,M001197,Martha McSally,R,AZ,"RT @realDonaldTrump: Sadly, Democrats want to stop paying our troops and government workers in order to give a sweetheart deal, not a fair…",2964949642,1.0
22348,873168445008904192,2017-06-09 13:22:34,C001061,Emanuel Cleaver,D,MO,"Real lesson is POTUS must follow Constitution and not treat WH like his company. 3 ideas: Release Taxes; Stop ACA repeal, Scrap Muslim ban.",163570705,-2.0
25210,902950311433777153,2017-08-30 17:45:04,L000582,Ted Lieu,D,CA,Joined @HouseJudDems to send a letter to @HouseJudiciary Chairman @RepGoodlatte to investigate @POTUS's pardon of @RealSheriffJoe #Arpaio. https://t.co/ZBKmVpwxD2,3044993235,-1.0
3858,834599626942590976,2017-02-23 03:03:51,W000797,Debbie Wasserman Schultz,D,FL,"I'll stand w/ #trans students &amp; fight for your right to a safe education. #ProtectTransKids. No surprise, @realDonaldTrump sides w/ bullies",1140648348,-1.0
13972,958538987249037312,2018-01-31 03:14:38,F000455,Marcia L. Fudge,D,OH,RT @NancyPelosi: It’s wonderful to hear that @realDonaldTrump wants to fight opioid addiction. He should start by requesting Congress quick…,153486399,1.0
6119,857613272350167041,2017-04-27 15:11:52,P000197,Nancy Pelosi,D,CA,"The ""tax plan"" rolled out by @realDonaldTrump would have cut his taxes by $30 million in 2005 (the only year we have returns for)",15764644,-1.0
15134,824662117131378688,2017-01-26 16:55:44,R000593,Dennis A. Ross,R,FL,.@Reuters' analysis = $2.27 billion freed up by @POTUS's sanctuary city action. More than enough to fund #BlueWaterNavyVietnamVeteransAct!,33655490,2.0
5880,856127487356678145,2017-04-23 12:47:53,P000197,Nancy Pelosi,D,CA,Just a few more minutes before I head onto @MeetThePress to talk about @realDonaldTrump’s first 100 days in office. Don’t miss it!,15764644,0.0
14627,964251325105147904,2018-02-15 21:33:25,M001160,Gwen Moore,D,WI,"Too many US cities have lead-poisoning rates at &amp; above Flint's, including #Milwaukee. How do #TrumpBudget &amp; #InfrastructureScam help? They don’t. @realDonaldTrump is cutting @EPA funding &amp; gutting clean water programs that protect our communities. https://t.co/XvIR3v9SMS",22669526,-1.0
11665,935679334047772673,2017-11-29 01:18:31,W000808,Frederica S. Wilson,D,FL,RT @NancyPelosi: .@realDonaldTrump now knows that his verbal abuse will no longer be tolerated. His empty chair photo opp showed he’…,234014087,-1.0
1249,804466329105403904,2016-12-01 23:24:53,C000174,Thomas Richard Carper,D,DE,"RT @delawareonline: @SenatorCarper, @SenWarren call on GSA to break @realDonaldTrump's D.C. hotel lease. https://t.co/9rKOeJldo1 #netDE",249787913,0.0
27469,925788614327504896,2017-11-01 18:16:20,D000617,Suzan K. DelBene,D,WA,"Ahead of @POTUS trip to Asia, I urge him to support establishing a formal joint commission, as outlined in my bill. https://t.co/0UPW3AcOZl",995193054,0.0
13821,958525311565656064,2018-01-31 02:20:17,P000607,Mark Pocan,D,WI,"While @realDonaldTrump is bragging about the stock market smashing records, it's worth noting that millions of Americans are left out of that boom. #SOTU https://t.co/KoOYq9YOr6",1206227149,-1.0
11251,926446646883442689,2017-11-03 13:51:07,M000312,James P. McGovern,D,MA,".@realDonaldTrump starts day with a racial slur &amp; threat to jail political opponent, sounding like a third world dictator. #ThisIsNotNormal https://t.co/wfy9lXOLMv",242426145,-2.0
10825,920353158022553600,2017-10-17 18:17:46,A000370,Alma Adams,D,NC,"RT @NydiaVelazquez: .@realDonaldTrump, lying about how previous POTUSes treated families of fallen troops is a profound disrespect to those…",2916086925,-1.0
28689,944242880687812608,2017-12-22 16:27:00,W000821,Bruce Westerman,R,AR,"RT @HouseGOP: The biggest news of the day: @POTUS has signed, sealed, and delivered the #TaxCutsandJobsAct. Relief is coming for everyday A…",2852998461,1.0
21875,869590117236822020,2017-05-30 16:23:34,L000562,Stephen F. Lynch,D,MA,@OfficeGovEthics White House Ethics Transparency Act will also require the public posting of ethics waivers on the @WhiteHouse and @OfficeGovEthics websites.,310310133,1.0
23485,885971885867098112,2017-07-14 21:18:52,E000294,Tom Emmer,R,MN,"Glad to see that a Minnesota native, Stephen Censky, has been nominated for @USDA Deputy Secretary of Agriculture. Great choice by @POTUS!",2914515430,1.0
4154,836765248438865921,2017-03-01 02:29:16,M001157,Michael T. McCaul,R,TX,"I am pleased to hear @realDonaldTrump say ""we are taking strong measures to protect our nation from radical Islamic terrorism"" #Jointsession",26424123,1.0
29073,951243603485057024,2018-01-11 00:05:22,M000133,Edward J. Markey,D,MA,"RT @swdoody: Flanked by bipartisan members of the House &amp; Senate, @POTUS signs H.R. 2142 - INTERDICT Act, which provides @CustomsBorder wit…",21406834,0.0
4520,839181353799266305,2017-03-07 18:30:00,M001176,Jeff Merkley,D,OR,"Despite @realDonaldTrump’s platitudes in support of working America, he is yet again weakening worker protections. https://t.co/zFLkvsf9pm",29201047,-1.0
26262,915320253114089472,2017-10-03 20:58:48,P000598,Jared Polis,D,CO,54K DACA recipients still need to renew their paperwork w @USCIS. @POTUS should delay the arbitrary deadline &amp; give these DREAMers more time,463132556,-1.0
15379,826083004053327872,2017-01-30 15:01:50,E000215,Anna G. Eshoo,D,CA,RT @RepAndreCarson: I'm a father. I'm a Congressman. I am also Muslim. I will work w/ my Democratic colleagues to fight @POTUS' unconstitut…,249348006,-1.0
24328,895282949427527681,2017-08-09 13:57:43,G000559,John Garamendi,D,CA,I look forward to speaking with Chris about #NorthKorea and @POTUS' response to their threat at 11:05 am PT/2:05 pm ET today on @MSNBC. https://t.co/c4Zi3QtPxb,88806753,0.0
19274,847489422643699713,2017-03-30 16:43:18,R000570,Paul D. Ryan,R,WI,Congress continues to take action on reversing overregulation. We've already sent 11 of these measures to @POTUS. https://t.co/PMbwbGk9Qe https://t.co/YsRcqjX82C,18916432,0.0
29831,958532101669834752,2018-01-31 02:47:16,A000372,Rick Allen,R,GA,"“As tax cuts create new jobs, let us invest in workforce development and let's invest in job training, which we need so badly. Let us open great vocational schools so our future workers can learn a craft and realize their full potential.” @POTUS #SOTU",2964287128,1.0
4170,836768376936628225,2017-03-01 02:41:42,D000216,Rosa L. DeLauro,D,CT,Republicans and @realDonaldTrump continue to undermine the ACA and have created uncertainty leading to a rise in premiums. #JointSession,140519774,-1.0
3105,826778161266434048,2017-02-01 13:04:09,M001160,Gwen Moore,D,WI,Should @SenateDems give @realDonaldTrump #SCOTUS nominee Neil Gorsuch the same treatment Merrick Garland received during @POTUS44's tenure?,22669526,-1.0
8196,881249674887393281,2017-07-01 20:34:29,E000288,Keith Maurice Ellison,D,MN,"RT @jaketapper: More than 10% of tweets fr @realDonaldTrump as president have been attacking journalists. Far fewer discussing troops, opio…",14135426,-1.0
3033,826472863410614273,2017-01-31 16:51:00,L000480,Nita M. Lowey,D,NY,.@realDonaldTrump must stop treating our values like reality show plot lines &amp; get serious about the security &amp; economic challenges we face.,221792092,-1.0
18359,842027703113007104,2017-03-15 15:00:23,V000132,Filemon Vela,D,TX,...and his @GOP colleagues have been so noticeably unwilling to criticize @POTUS's inhumane deportation strategy.,1083448909,-2.0
17158,836747848209297409,2017-03-01 01:20:07,D000619,Rodney Davis,R,IL,"RT @SpeakerRyan: Anytime a new @POTUS speaks in the House chamber, it is a tribute to our democracy. https://t.co/CS3o1zxU0X #JointSession",993153006,1.0
17630,836790709873225728,2017-03-01 04:10:26,B001274,Mo Brooks,R,AL,Enjoyed @POTUS's optimistic vision for America in #JointAddress &amp; applaud his commitment to border security &amp; restarting the economy! https://t.co/OAp25NJFZj,237299871,2.0
22104,870654949310554113,2017-06-02 14:54:50,K000376,Mike Kelly,R,PA,"The unfair #ParisAccord was made with Americans &amp; their elected reps as an afterthought. All cost, no reward. @POTUS was right to pull out.",935368364,1.0
15410,826118246160019457,2017-01-30 17:21:53,F000462,Lois Frankel,D,FL,The protests across the country show that Americans reject @POTUS’ hateful attacks on refugees and immigrants. #NoBan,1077121945,-1.0
19718,851119670778351616,2017-04-09 17:08:37,R000570,Paul D. Ryan,R,WI,"Congress acted to preserve the #Veterans Choice Program, which helps vets access quality health care close to home. Next signature → @POTUS. https://t.co/FEVyVFRk4Z",18916432,1.0
9695,902298675464085504,2017-08-28 22:35:42,J000032,Sheila Jackson Lee,D,TX,Speaking with @milesobrien on @PBS's @NewsHour about @realDonaldTrump needing to come to @HoustonTX with a message of UNITY.... https://t.co/n6ukm82SFH,80612021,-1.0
14333,961308351245307904,2018-02-07 18:39:05,G000574,Ruben Gallego,D,AZ,"RT @votevets: Letter to Defense Sec. Mattis: @RepRubenGallego and @RepTedLieu call @realDonaldTrump's military parade ""frivolous, unnecessa…",2966570782,-1.0
28961,950533430537842690,2018-01-09 01:03:24,C000174,Thomas Richard Carper,D,DE,"Ms. White’s disdain for science and basic facts poses a threat to the health of our environment and the American people. @POTUS's decision to resubmit her name to head CEQ is shortsighted, irresponsible and, I believe, will be a mistake. https://t.co/ryIgqcm1R4",249787913,-1.0
20913,860549505648922624,2017-05-05 17:39:25,S001181,Jeanne Shaheen,D,NH,.@POTUS Ensuring women can access affordable preventive care should be a no-brainer. That's why I co-spons the Save Women’s Preventive Care Act 2/2,109287731,0.0
21680,867119301261766656,2017-05-23 20:45:26,B001296,Brendan Boyle,D,PA,RT @BlueCollarDems: #BCC statement on @POTUS’ budget and the devastating cuts it would bring to hard working Americans and their famili…,4304448314,-1.0
10810,920270132802400257,2017-10-17 12:47:52,M001183,Joe Manchin,D,WV,@realDonaldTrump I look forward to working with @realDonaldTrump to find a drug czar that will serve #WV and our entire country.,234374703,1.0
3737,832644935023108097,2017-02-17 17:36:36,L000582,Ted Lieu,D,CA,RT @verge: Congressman calls for House investigation of Donald Trump’s terrible Android phone https://t.co/TfeOw33QAW https://t.co/GzIrxYnd…,3044993235,-1.0
14277,960972229126316032,2018-02-06 20:23:28,W000779,Ron Wyden,D,OR,"Even though he’s made a dozen promises, @realDonaldTrump has done NOTHING to reduce pharmacy bills for Americans.👇 https://t.co/xZUP9nzOnD",250188760,-1.0
19109,846796234274881536,2017-03-28 18:48:49,P000612,David Perdue,R,GA,.@POTUS prioritizes energy independence over political agendas w/ roll back of #CleanPowerPlan. https://t.co/Ufb6K6y799,2863210809,1.0
7256,867811255062589440,2017-05-25 18:35:01,C001084,David N. Cicilline,D,RI,.@realDonaldTrump promised not to touch Social Security. Another broken promise… #TrumpCuts,462143773,-1.0
15036,824340726775484416,2017-01-25 19:38:39,G000289,Bob W. Goodlatte,R,VA,Executive orders signed by @POTUS will help secure the border &amp; enforce our #immigration laws. https://t.co/qIDbR0b8BJ https://t.co/y4rirG7ufS,37920978,1.0
6372,858343707359293440,2017-04-29 15:34:21,C001067,Yvette D. Clarke,D,NY,.@realDonaldTrump's immigration policies were never based on reality. https://t.co/s3hpOXXzhD,240812994,-1.0
10073,909853846788345856,2017-09-18 18:57:15,C001067,Yvette D. Clarke,D,NY,RT @NILC_org: .@Oxfam rented @realDonaldTrump's childhood home to welcome refugees. Watch what happened. #NoMuslimBanEver https://t.co/uBfI…,240812994,-1.0
27712,930104203606978560,2017-11-13 16:04:57,S001150,Adam B. Schiff,D,CA,"As a candidate, @POTUS said that not paying taxes made him “smart.” Guess he figures that pushing a tax cut saving him billions would also be “smart.” And if we go along with it, what does that make us?",29501253,-1.0
25367,904358975772209152,2017-09-03 15:02:36,C001071,Bob Corker,R,TN,I spoke with General Kelly this morning as POTUS and his national security team continued their work to assess the situation in North Korea.,73303753,1.0
12163,940965227495133184,2017-12-13 15:22:47,G000551,Raúl M. Grijalva,D,AZ,"RT @RepLoisFrankel: BREAKING: 70% of Americans want Congress to investigate @realDonaldTrump for sexual harassment, according to…",28602948,-1.0
14447,962342379339608065,2018-02-10 15:07:57,V000081,Nydia M. Velázquez,D,NY,Proud to stand today with Ravi Ragbir &amp; all immigrant leaders to tell @ICEgov and @realDonaldTrump we will not be silenced! #IStandwithRavi https://t.co/CNXmU2ZrY7,164369297,-1.0
22174,871821389145231361,2017-06-05 20:09:51,B001230,Tammy Baldwin,D,WI,@POTUS 10/ I'll introduce a manufacturing R&amp;D reform that will help small &amp; medium-sized manufacturers purchase next gen “connected” equipment.,1074518754,0.0
29346,955853630879555585,2018-01-23 17:23:59,C001092,Chris Collins,R,NY,"RT @WhiteHouse: It's been one year since President Trump took office, and he is ""putting America first, making real change in Washington, a…",1058256326,1.0
29637,958518653695201280,2018-01-31 01:53:50,L000576,Billy Long,R,MO,"RT @WhiteHouse: President Trump has delivered comprehensive tax cuts and reform to the American people, providing taxpayers and businesses…",1444015610,1.0
11059,923606476303847424,2017-10-26 17:45:18,W000437,Roger F. Wicker,R,MS,The U.S. is getting tough on Iran. Congress sent sanctions for Iran-backed Hezbollah to @realDonaldTrump's desk. https://t.co/KJkB53XSxE,264219447,1.0
21101,862836337862361088,2017-05-12 01:06:28,S001150,Adam B. Schiff,D,CA,".@POTUS dines with Comey, who's worried about his job. During, Trump asks if he's under investigation. And @POTUS thinks this is somehow ok? https://t.co/6HwkK0KLdQ",29501253,-1.0
19886,853269185937289217,2017-04-15 15:30:01,C000141,Benjamin L. Cardin,D,MD,"This is dangerous and irresponsible. @POTUS, don't use people's #healthcare as a bartering chip. This isn't a game. https://t.co/EOzxWjERlz",109071031,-1.0
25623,906257198799605762,2017-09-08 20:45:28,S000051,Marshall Sanford,R,SC,I don't believe the deal @POTUS negotiated w/@SenSchumer &amp; @NancyPelosi was in the best interest of taxpayers in the First District...,1499993378,-1.0
11172,925456824198926338,2017-10-31 20:17:55,G000574,Ruben Gallego,D,AZ,".@SpeakerRyan, what are you going to do if @realDonaldTrump fires Special Counsel Mueller? Read our letter: https://t.co/ZhXGFtHsUR",2966570782,-1.0
27084,922575016050483200,2017-10-23 21:26:39,M000355,Mitch McConnell,R,KY,RT @SenateMajLdr: The #Senate's agenda is the same as @POTUS. Working together to form an agenda to help the American people. https://t.co/…,339822881,1.0
20916,860565144497266688,2017-05-05 18:41:33,P000608,Scott H. Peters,D,CA,RT @CaucusOnClimate: .@caucusonclimate Member @RepScottPeters makes the case for @POTUS to keep the United States in the #ParisAgreement: h…,1135486501,0.0
14211,960545430198251520,2018-02-05 16:07:31,M001143,Betty Louise McCollum,D,MN,.@realDonaldTrump's attacks on our law enforcement and intelligence professionals continue to undermine our nation's security. The American people deserve better. https://t.co/MmMDISmvRm,516880804,-1.0
22746,877563006590140416,2017-06-21 16:24:59,C000984,Elijah E. Cummings,D,MD,RT @OversightDems: THIS JUST IN: @RepCummings and @PeterWelch to #POTUS #Trump: Drug Proposal Would Be a ‘Betrayal’ https://t.co/uYW2fTVXgT,787373558,-1.0
22204,872138019440128000,2017-06-06 17:08:02,M001176,Jeff Merkley,D,OR,@usedgov @BetsyDeVosED The billionaire @POTUS and billionaire @BetsyDeVosED don’t get it: college is already unaffordable for regular people.,29201047,-1.0
25005,900759889252941824,2017-08-24 16:41:07,D000563,Richard J. Durbin,D,IL,"For political gain, @POTUS wants to purge transgender Americans already serving country in military. Not what a Commander-in-Chief does. https://t.co/MiEoLvlVaG",247334603,-1.0
20240,857000389387878402,2017-04-25 22:36:29,B001275,Larry Bucshon,R,IN,Honored to attend listening session on addressing opioid crisis today at the @WhiteHouse with @GovChristie. More: https://t.co/m4vZrUggCe. https://t.co/0Y3AXaFJ6r,234812598,1.0
26417,916410878257397765,2017-10-06 21:12:34,B001267,Michael F. Bennet,D,CO,#CleanPowerPlan repeal would be another @POTUS action to roll back protections for America’s children. Wrong priorities. https://t.co/oce0zWaYMd,224285242,-1.0
14651,822501968052621312,2017-01-20 17:52:05,W000816,Roger Williams,R,TX,RT @WhiteHouse: It’s official. Our 45th president has taken the oath of office &amp; we couldn't be more excited! Congratulations to @POTUS Tru…,1077446982,1.0
8804,890683108143575041,2017-07-27 21:19:35,D000614,Sean P. Duffy,R,WI,"RT @emilyjashinsky: In a @dcexaminer interview, @RepSeanDuffy said #Foxconn is a victory for @realDonaldTrump @GovWalker + @SpeakerRyan htt…",234022257,1.0
5732,854344784114315264,2017-04-18 14:44:04,P000197,Nancy Pelosi,D,CA,"RT @BillPascrell: If @realDonaldTrump spent as much time as he has on golf talking to working people, he'd understand why so many want to s…",15764644,-1.0
27400,925049228338122752,2017-10-30 17:18:17,W000805,Mark Warner,D,VA,"We must make clear to POTUS that pardons of himself or associates would be unacceptable &amp; result in immediate, bipartisan action by Congress https://t.co/gZcwspX7HQ",7429102,-1.0
21577,866768898707918849,2017-05-22 21:33:03,T000469,Paul Tonko,D,NY,@POTUS @FBI @TheJusticeDept @VP 9-When &amp; how were @POTUS &amp; @VP warned about #Flynn concerns? 10-Does Putin have undue influence over current high-lvl WH officials? (5),84119348,-1.0
20178,856876748662857729,2017-04-25 14:25:11,R000600,Aumua Amata,R,AS,"RT @SecretarySonny: Ready to work @USDA, the People's Dept. Thanks @POTUS for the opportunity. Thanks to Justice Thomas, fellow Georgia…",3026622545,1.0
11252,926495956618694656,2017-11-03 17:07:04,M001189,Luke Messer,R,IN,Excited that a provision I've been working on to end tax credits for illegal immigrants is included in @realDonaldTrump's tax cut plan. https://t.co/V1ePqh8FeC,1045853744,1.0
20547,858028762851680256,2017-04-28 18:42:53,B001292,Donald Beyer,D,VA,RT @janschakowsky: Latest GOP offensive in their war on women: @POTUS will appoint an anti-choice extremist to a top spot at HHS https://…,2962868158,-1.0
29466,958154064210137089,2018-01-30 01:45:05,C001087,Eric A. Crawford,R,AR,"Today I voted to release the FISA memo publicly. POTUS now has five days to review the memo and if he does not object, the House Intelligence Committee will make the memo public.",233693291,0.0
5286,848938147262197762,2017-04-03 16:40:01,W000808,Frederica S. Wilson,D,FL,Americans deserve the right to #broadbandprivacy. Urge @realDonaldTrump to reject S.J. Res 34.,234014087,0.0
8767,890322500546162689,2017-07-26 21:26:40,S000185,Robert C. Scott,D,VA,.@realDonaldTrump #transmilitaryban is a giant step backwards for both the nation and our military. Be sure to read my statement below. https://t.co/ccrLPC0PTA,161791703,-1.0
5971,856933435683876868,2017-04-25 18:10:26,F000462,Lois Frankel,D,FL,"With @realDonaldTrump’s 100th day in office fast approaching, his failures far outweigh his successes #Trump100Days #BrokenPromises",1077121945,-1.0
21695,867141916625862656,2017-05-23 22:15:18,S000320,Richard C. Shelby,R,AL,POTUS’s budget request attempts to eliminate the annual deficit. I support this. Congress will evaluate &amp; ultimately decide what’s funded.,21111098,1.0
24169,892875719407267842,2017-08-02 22:32:14,I000057,Steve J. Israel,D,NY,"POTUS wants fewer legal immigrants to America, but more foreign workers to dote on him @ Mar-A-Lago. https://t.co/kxppanApHR",20002401,-1.0
28554,943542281633779718,2017-12-20 18:03:04,S000583,Lamar S. Smith,R,TX,"RT @HouseGOP: The #TaxCutsandJobsAct has PASSED → @POTUS, it’s off to you. https://t.co/vTnOQfJPhp https://t.co/khu2FiKD33",15856366,0.0
19428,849114163976830976,2017-04-04 04:19:27,M001166,Jerry McNerney,D,CA,Very disappointed @POTUS signed bill into law that strips consumers of their #broadbandprivacy &amp; #security. https://t.co/W8FtJKksWX.,385429543,-1.0
10435,916327145873526785,2017-10-06 15:39:50,P000523,David E. Price,D,NC,"Short-sighted and reckless. Once again, @realDonaldTrump is abdicating the responsibilities &amp; expectations entrusted in Commander-in-Chief. https://t.co/cWNLSb2JoM",155669457,-2.0
13453,955830067438944257,2018-01-23 15:50:21,J000294,Hakeem S. Jeffries,D,NY,Look forward to delivering annual State of the District address tonight at 6:30 pm (Brooklyn Tech HS) - defending our community in the era of Donald Trump #CantStopWontStop https://t.co/xV4lq2GHnW,467823431,-1.0
3680,832317638567161858,2017-02-16 19:56:03,W000822,Bonnie Watson Coleman,D,NJ,"RT @OfficialCBC: Hi, @realDonaldTrump. We’re the CBC. We sent you a letter on January 19, but you never wrote us back. Sad! Letter: https:/…",2968451607,-1.0
